Time (s),Position_leader (m),Velocity_leader (m/s),Position_follower (m),Velocity_follower (m/s)
69.2,600.9766423,2.856045692,588.7078446,2.449283829
69.3,601.2647474,2.881051224,588.9548874,2.47042862
69.4,601.5553715,2.906241033,589.2040702,2.491827659
69.5,601.8485327,2.931611912,589.4554178,2.513476192
69.6,602.1442488,2.957160724,589.7089548,2.535369573
69.7,602.4425372,2.982884397,589.9647051,2.55750326
69.8,602.7434152,3.008779928,590.2226924,2.579872812
69.9,603.0468997,3.034844375,590.4829398,2.602473888
70,603.3530072,3.061074861,590.74547,2.625302242
70.1,603.661754,3.087468568,591.0103054,2.648353724
70.2,603.9731563,3.114022738,591.2774678,2.671624276
70.3,604.2872298,3.140734671,591.5469788,2.69510993
70.4,604.6039899,3.167601724,591.8188595,2.718806805
70.5,604.9234521,3.194621308,592.0931306,2.742711106
70.6,605.2456311,3.221790887,592.3698125,2.766819122
70.7,605.5705419,3.24910798,592.6489252,2.791127224
70.8,605.898199,3.276570154,592.9304884,2.815631861
70.9,606.2286165,3.304175028,593.2145214,2.84032956
71,606.5618085,3.331920268,593.5010431,2.865216925
71.1,606.8977888,3.359803588,593.7900721,2.890290632
71.2,607.2365711,3.387822749,594.0816269,2.91554743
71.3,607.5781687,3.415975555,594.3757253,2.940984137
71.4,607.9225947,3.444259855,594.672385,2.966597642
71.5,608.269862,3.47267354,594.9716235,2.992384897
71.6,608.6199835,3.501214545,595.2734578,3.018342923
71.7,608.9729716,3.529880844,595.5779047,3.044468801
71.8,609.3288386,3.558670449,595.8849807,3.070759676
71.9,609.6875967,3.587581413,596.194702,3.097212752
72,610.0492579,3.616611827,596.5070845,3.123825293
72.1,610.4138339,3.645759817,596.8221439,3.15059462
72.2,610.7813363,3.675023547,597.1398958,3.177518109
72.3,611.1517764,3.704401213,597.4603551,3.204593192
72.4,611.5251655,3.733891049,597.7835368,3.231817352
72.5,611.9015146,3.76349132,598.1094556,3.259188128
72.6,612.2808347,3.793200323,598.4381259,3.286703104
72.7,612.6631363,3.823016388,598.7695619,3.314359917
72.8,613.0484301,3.852937875,599.1037775,3.342156252
72.9,613.4367264,3.882963176,599.4407865,3.370089839
73,613.8280355,3.91309071,599.7806024,3.398158454
73.1,614.2223674,3.943318926,600.1232384,3.42635992
73.2,614.619732,3.973646302,600.4687076,3.454692101
73.3,615.0201391,4.00407134,600.8170229,3.483152904
73.4,615.4235984,4.034592574,601.1681969,3.511740277
73.5,615.8301192,4.065208559,601.5222421,3.540452209
73.6,616.239711,4.095917877,601.8791708,3.569286729
73.7,616.6523829,4.126719137,602.238995,3.598241902
73.8,617.068144,4.157610969,602.6017266,3.627315832
73.9,617.4870032,4.188592029,602.9673772,3.65650666
74,617.9089693,4.219660995,603.3359585,3.685812561
74.1,618.334051,4.250816567,603.7074817,3.715231746
74.2,618.7622567,4.282057467,604.0819579,3.74476246
74.3,619.193595,4.313382441,604.4593982,3.774402979
74.4,619.628074,4.344790253,604.8398134,3.804151613
74.5,620.065702,4.376279688,605.223214,3.834006704
74.6,620.5064869,4.407849552,605.6096107,3.863966622
74.7,620.9504368,4.439498669,605.9990137,3.89402977
74.8,621.3975594,4.471225883,606.3914331,3.924194579
74.9,621.8478624,4.503030057,606.7868791,3.954459507
75,622.3013534,4.534910071,607.1853614,3.984823042
75.1,622.7580399,4.566864823,607.5868898,4.015283698
75.2,623.2179292,4.598893229,607.9914738,4.045840015
75.3,623.6810286,4.630994221,608.3991228,4.07649056
75.4,624.1473453,4.663166747,608.8098462,4.107233924
75.5,624.6168863,4.695409772,609.2236531,4.138068724
75.6,625.0896585,4.727722278,609.6405524,4.1689936
75.7,625.5656688,4.760103259,610.0605532,4.200007215
75.8,626.044924,4.792551726,610.483664,4.231108256
75.9,626.5274307,4.825066705,610.9098935,4.262295432
76,627.0131954,4.857647235,611.3392503,4.293567473
76.1,627.5022246,4.890292371,611.7717426,4.32492313
76.2,627.9945248,4.923001178,612.2073787,4.356361177
76.3,628.490102,4.955772737,612.6461668,4.387880407
76.4,628.9889626,4.988606143,613.0881147,4.419479631
76.5,629.4911127,5.0215005,613.5332305,4.451157682
76.6,629.9965582,5.054454927,613.9815218,4.48291341
76.7,630.505305,5.087468555,614.4329964,4.514745684
76.8,631.0173591,5.120540526,614.8876617,4.546653391
76.9,631.5327261,5.153669994,615.3455253,4.578635437
77,632.0514117,5.186856123,615.8065943,4.610690742
77.1,632.5734215,5.22009809,616.2708762,4.642818244
77.2,633.098761,5.253395081,616.7383779,4.675016899
77.3,633.6274357,5.286746294,617.2091064,4.707285677
77.4,634.1594507,5.320150935,617.6830688,4.739623565
77.5,634.6948116,5.353608223,618.1602717,4.772029562
77.6,635.2335233,5.387117383,618.640722,4.804502687
77.7,635.7755911,5.420677654,619.1244262,4.837041969
77.8,636.3210199,5.45428828,619.6113909,4.869646452
77.9,636.8698148,5.487948517,620.1016224,4.902315197
78,637.4219805,5.521657629,620.5951271,4.935047274
78.1,637.977522,5.555414887,621.0919113,4.967841769
78.2,638.536444,5.589219572,621.5919811,5.00069778
78.3,639.0987511,5.623070975,622.0953425,5.033614417
78.4,639.6644479,5.656968391,622.6020016,5.066590804
78.5,640.233539,5.690911126,623.1119642,5.099626075
78.6,640.8060289,5.724898492,623.6252361,5.132719377
78.7,641.3819218,5.75892981,624.1418231,5.165869867
78.8,641.9612223,5.793004407,624.6617308,5.199076715
78.9,642.5439344,5.827121616,625.1849647,5.232339101
79,643.1300625,5.861280781,625.7115303,5.265656215
79.1,643.7196106,5.895481248,626.241433,5.299027257
79.2,644.3125829,5.929722372,626.7746782,5.33245144
79.3,644.9089832,5.964003515,627.311271,5.365927985
79.4,645.5088156,5.998324045,627.8512166,5.39945612
79.5,646.112084,6.032683334,628.3945201,5.433035088
79.6,646.718792,6.067080762,628.9411865,5.466664136
79.7,647.3289436,6.101515715,629.4912208,5.500342524
79.8,647.9425424,6.135987584,630.0446277,5.534069518
79.9,648.559592,6.170495765,630.6014122,5.567844393
80,649.1800959,6.20503966,631.1615788,5.601666434
